job_title,experience_level,industry,city,salary_median_gbp
Marketing Manager,Mid,IT,Negombo,12359
Accountant,Senior,IT,Ratnapura,17077
Software Engineer,Entry,Logistics,Kurunegala,3238
Civil Engineer,Mid,Education,Colombo,5186
Sales Executive,Senior,Finance,Kurunegala,14821
Customer Support,Entry,IT,Jaffna,5125
Sales Executive,Mid,Construction,Kandy,3494
Software Engineer,Mid,Construction,Negombo,6134
HR Specialist,Senior,Telecoms,Jaffna,10823
Software Engineer,Senior,Logistics,Galle,7749
Software Engineer,Senior,Agriculture,Kurunegala,5192
Sales Executive,Mid,IT,Batticaloa,8663
Civil Engineer,Mid,Education,Anuradhapura,5935
Customer Support,Senior,Healthcare,Kurunegala,7329
HR Specialist,Mid,Tourism,Colombo,3825
Data Scientist,Senior,Retail,Anuradhapura,7654
Teacher,Senior,Retail,Kurunegala,5121
Software Engineer,Senior,Healthcare,Colombo,17168
Project Manager,Entry,Logistics,Colombo,2500
Project Manager,Senior,Education,Trincomalee,10475
HR Specialist,Mid,Manufacturing,Matara,4625
Teacher,Mid,Construction,Colombo,4104
HR Specialist,Mid,Government,Anuradhapura,4927
Marketing Manager,Senior,Agriculture,Kandy,5316
Sales Executive,Senior,Retail,Negombo,5596
Project Manager,Mid,IT,Polonnaruwa,11296
Project Manager,Senior,IT,Trincomalee,17576
Teacher,Senior,Telecoms,Anuradhapura,11289
Pharmacist,Mid,Construction,Matara,5179
Marketing Manager,Senior,Manufacturing,Matara,7553
Pharmacist,Senior,IT,Batticaloa,18114
Sales Executive,Senior,Agriculture,Ratnapura,3519
Accountant,Entry,Agriculture,Matara,2500
Marketing Manager,Senior,Retail,Negombo,5819
Software Engineer,Entry,Retail,Anuradhapura,3609
HR Specialist,Entry,Telecoms,Kurunegala,5973
Customer Support,Senior,Manufacturing,Batticaloa,3919
Civil Engineer,Entry,Healthcare,Batticaloa,5314
Marketing Manager,Entry,Agriculture,Polonnaruwa,2500
Sales Executive,Mid,Agriculture,Matara,2988
Civil Engineer,Senior,Government,Galle,7396
Data Scientist,Entry,Retail,Ratnapura,3413
Data Scientist,Entry,Healthcare,Ratnapura,11483
Data Scientist,Senior,Manufacturing,Matara,12193
Project Manager,Entry,Logistics,Anuradhapura,2546
Nurse,Senior,Tourism,Matara,4879
Accountant,Senior,Construction,Kandy,6324
HR Specialist,Mid,Logistics,Anuradhapura,4261
Teacher,Mid,Finance,Anuradhapura,8641
Data Scientist,Mid,Healthcare,Polonnaruwa,14342
HR Specialist,Senior,Retail,Polonnaruwa,4934
Data Scientist,Senior,Education,Batticaloa,11835
Pharmacist,Entry,Finance,Polonnaruwa,7422
Sales Executive,Senior,Finance,Polonnaruwa,18801
Sales Executive,Senior,IT,Kandy,18308
Data Scientist,Entry,Construction,Colombo,5322
Nurse,Senior,Education,Jaffna,5578
Software Engineer,Mid,Manufacturing,Kurunegala,5858
Sales Executive,Mid,Telecoms,Matara,9123
HR Specialist,Mid,Telecoms,Negombo,8779
Pharmacist,Senior,Healthcare,Batticaloa,16983
Sales Executive,Entry,Construction,Batticaloa,3265
Civil Engineer,Mid,Healthcare,Kandy,9695
Pharmacist,Entry,Tourism,Anuradhapura,2764
Sales Executive,Entry,Manufacturing,Kandy,2640
Sales Executive,Mid,Construction,Colombo,4052
Marketing Manager,Senior,Logistics,Batticaloa,6350
Civil Engineer,Mid,Logistics,Batticaloa,3433
Data Scientist,Senior,Government,Kandy,11875
Teacher,Mid,Tourism,Colombo,3940
Marketing Manager,Entry,Construction,Colombo,3165
Marketing Manager,Mid,Government,Kurunegala,5094
Project Manager,Senior,IT,Jaffna,23739
Sales Executive,Senior,Tourism,Batticaloa,7284
HR Specialist,Mid,Manufacturing,Negombo,5428
Pharmacist,Mid,Telecoms,Matara,9311
Software Engineer,Entry,Telecoms,Anuradhapura,10285
Software Engineer,Mid,Manufacturing,Trincomalee,5648
Sales Executive,Senior,Healthcare,Anuradhapura,12277
Civil Engineer,Senior,IT,Colombo,17475
Project Manager,Mid,IT,Jaffna,9062
Marketing Manager,Entry,IT,Negombo,8826
Civil Engineer,Mid,Retail,Anuradhapura,3427
Software Engineer,Senior,Retail,Ratnapura,7596
Teacher,Senior,Manufacturing,Kandy,5622
Civil Engineer,Mid,Healthcare,Negombo,7264
Teacher,Senior,Agriculture,Colombo,3048
Project Manager,Entry,Telecoms,Negombo,5719
Accountant,Mid,Finance,Kandy,9255
Pharmacist,Entry,Construction,Anuradhapura,3058
HR Specialist,Mid,Education,Matara,5424
Accountant,Mid,IT,Negombo,10854
Project Manager,Senior,Government,Kandy,8102
HR Specialist,Mid,IT,Polonnaruwa,10630
Accountant,Senior,Manufacturing,Galle,6545
Marketing Manager,Senior,Finance,Kandy,17512
Software Engineer,Mid,Construction,Matara,4841
Nurse,Entry,Finance,Colombo,5801
Data Scientist,Senior,Healthcare,Trincomalee,18746
Nurse,Senior,Construction,Jaffna,4626
Accountant,Mid,Manufacturing,Jaffna,3494
Pharmacist,Senior,Logistics,Polonnaruwa,6738
Accountant,Mid,Construction,Kandy,4124
Project Manager,Senior,Education,Anuradhapura,9622
HR Specialist,Entry,Healthcare,Negombo,6536
Customer Support,Mid,IT,Negombo,6086
Customer Support,Senior,Finance,Anuradhapura,7999
Teacher,Mid,IT,Galle,10232
Pharmacist,Senior,Healthcare,Batticaloa,15957
Pharmacist,Mid,Manufacturing,Colombo,4107
HR Specialist,Mid,Healthcare,Kurunegala,9680
Pharmacist,Senior,Telecoms,Batticaloa,12456
Project Manager,Mid,Tourism,Batticaloa,3739
Accountant,Mid,Government,Jaffna,4607
Pharmacist,Entry,Construction,Negombo,2925
Sales Executive,Senior,Education,Trincomalee,8995
Data Scientist,Mid,Government,Negombo,8740
Software Engineer,Mid,Construction,Kandy,5971
Teacher,Mid,Construction,Negombo,4603
HR Specialist,Senior,Construction,Anuradhapura,7471
Nurse,Mid,IT,Kurunegala,7901
Sales Executive,Senior,Education,Matara,9505
Data Scientist,Mid,Construction,Negombo,7207
Project Manager,Mid,Government,Negombo,4542
Software Engineer,Senior,Agriculture,Trincomalee,5285
Sales Executive,Mid,Government,Galle,4357
Nurse,Entry,Finance,Kurunegala,4188
Sales Executive,Entry,Telecoms,Colombo,7491
Sales Executive,Senior,Logistics,Jaffna,6781
Project Manager,Entry,Government,Kandy,3557
Project Manager,Senior,Government,Colombo,7508
Data Scientist,Senior,Government,Galle,9928
Civil Engineer,Mid,Agriculture,Jaffna,2887
Data Scientist,Entry,Government,Anuradhapura,5422
Marketing Manager,Senior,Finance,Colombo,17105
Pharmacist,Entry,Healthcare,Trincomalee,5736
Data Scientist,Senior,Manufacturing,Kandy,10423
Civil Engineer,Senior,Telecoms,Colombo,17576
Civil Engineer,Entry,Healthcare,Negombo,6494
Nurse,Entry,Healthcare,Anuradhapura,3734
Nurse,Senior,Construction,Kandy,4963
Software Engineer,Entry,Retail,Kurunegala,2811
Pharmacist,Mid,IT,Anuradhapura,11052
Marketing Manager,Mid,Healthcare,Kurunegala,11165
HR Specialist,Entry,Agriculture,Matara,2500
Teacher,Entry,Government,Colombo,2634
Nurse,Mid,Education,Matara,4343
Nurse,Entry,Government,Trincomalee,2819
Nurse,Mid,Education,Ratnapura,3158
Civil Engineer,Entry,Tourism,Colombo,3292
Accountant,Entry,Telecoms,Colombo,6665
Project Manager,Senior,Construction,Polonnaruwa,5874
Software Engineer,Senior,Finance,Negombo,21752
HR Specialist,Senior,Logistics,Galle,7298
Project Manager,Entry,Education,Ratnapura,3941
Nurse,Entry,IT,Kandy,5107
Software Engineer,Entry,Education,Colombo,5586
Teacher,Entry,Government,Jaffna,2971
Accountant,Mid,Telecoms,Colombo,9843
Sales Executive,Entry,Finance,Anuradhapura,8009
Pharmacist,Entry,IT,Ratnapura,6665
Project Manager,Mid,Finance,Matara,8977
Project Manager,Entry,Healthcare,Jaffna,6350
Software Engineer,Senior,Government,Anuradhapura,11115
Pharmacist,Mid,Government,Galle,5987
Teacher,Entry,IT,Polonnaruwa,6227
Project Manager,Entry,IT,Colombo,7975
Accountant,Mid,Agriculture,Negombo,2500
Customer Support,Senior,Telecoms,Kurunegala,8221
Data Scientist,Senior,Government,Polonnaruwa,11069
Sales Executive,Mid,Construction,Colombo,3781
Accountant,Mid,Government,Negombo,3261
Civil Engineer,Entry,Manufacturing,Matara,3541
Marketing Manager,Senior,Construction,Kurunegala,7564
Pharmacist,Senior,Healthcare,Anuradhapura,16589
Pharmacist,Senior,Tourism,Trincomalee,8280
Civil Engineer,Mid,Logistics,Kurunegala,4331
Software Engineer,Entry,Logistics,Batticaloa,4306
Accountant,Entry,Construction,Polonnaruwa,2800
Pharmacist,Entry,Healthcare,Colombo,3819
HR Specialist,Mid,Healthcare,Batticaloa,8743
Data Scientist,Entry,Logistics,Colombo,4811
Software Engineer,Mid,Agriculture,Jaffna,3776
Pharmacist,Mid,Retail,Galle,3065
Civil Engineer,Entry,Manufacturing,Jaffna,3395
Accountant,Senior,Government,Batticaloa,7038
Marketing Manager,Senior,IT,Trincomalee,21726
Pharmacist,Entry,Tourism,Kandy,2631
Software Engineer,Entry,Healthcare,Negombo,7390
Civil Engineer,Mid,Healthcare,Matara,7386
Marketing Manager,Mid,IT,Kurunegala,11765
Accountant,Mid,Finance,Batticaloa,7914
Civil Engineer,Entry,Education,Batticaloa,3928
Teacher,Mid,IT,Negombo,8953
Customer Support,Senior,Tourism,Kurunegala,3628
Civil Engineer,Senior,Construction,Kurunegala,8053
Teacher,Senior,Education,Kandy,6529
Accountant,Senior,Manufacturing,Batticaloa,6060
HR Specialist,Entry,Healthcare,Batticaloa,5203
Data Scientist,Mid,Retail,Jaffna,5197
Software Engineer,Entry,Government,Ratnapura,4548
Civil Engineer,Entry,Manufacturing,Jaffna,2857
Project Manager,Mid,Construction,Anuradhapura,4257
Accountant,Senior,Construction,Kandy,7232
Pharmacist,Senior,Manufacturing,Matara,7479
Data Scientist,Mid,Logistics,Anuradhapura,5615
Project Manager,Entry,Logistics,Colombo,2792
Accountant,Entry,Healthcare,Batticaloa,5544
Software Engineer,Mid,Logistics,Ratnapura,6505
Civil Engineer,Senior,Manufacturing,Negombo,6231
Customer Support,Entry,Healthcare,Galle,3247
Software Engineer,Senior,Education,Colombo,11461
Marketing Manager,Mid,Finance,Colombo,9081
Project Manager,Entry,Retail,Polonnaruwa,2696
Customer Support,Entry,Finance,Negombo,4058
Nurse,Mid,Healthcare,Kurunegala,5865
Marketing Manager,Senior,Education,Matara,10129
Nurse,Senior,Telecoms,Polonnaruwa,9709
HR Specialist,Senior,Tourism,Negombo,5481
Teacher,Mid,Tourism,Batticaloa,2687
Accountant,Mid,Logistics,Negombo,3218
Sales Executive,Mid,Telecoms,Kurunegala,9143
HR Specialist,Senior,Telecoms,Galle,13997
Pharmacist,Entry,Telecoms,Jaffna,5487
Software Engineer,Mid,Logistics,Galle,5764
Sales Executive,Entry,IT,Trincomalee,7170
Pharmacist,Entry,Healthcare,Jaffna,6135
Civil Engineer,Entry,Logistics,Colombo,3110
Marketing Manager,Entry,Finance,Trincomalee,8063
Software Engineer,Entry,IT,Polonnaruwa,11596
Teacher,Mid,Education,Kurunegala,4348
HR Specialist,Mid,Manufacturing,Negombo,4845
Software Engineer,Mid,Finance,Kurunegala,14534
Customer Support,Senior,Logistics,Ratnapura,4100
Accountant,Entry,Retail,Kurunegala,2500
Software Engineer,Mid,IT,Jaffna,13516
Pharmacist,Senior,IT,Kurunegala,20183
HR Specialist,Senior,Agriculture,Batticaloa,4276
Marketing Manager,Entry,IT,Kandy,8315
Project Manager,Mid,IT,Kurunegala,10655
Project Manager,Senior,Finance,Kurunegala,15618
Accountant,Entry,Logistics,Colombo,2777
Accountant,Senior,Education,Trincomalee,7752
Teacher,Entry,Manufacturing,Kurunegala,2739
Nurse,Senior,IT,Polonnaruwa,12366
Accountant,Mid,Tourism,Polonnaruwa,3515
Project Manager,Mid,Logistics,Anuradhapura,3964
Nurse,Senior,Retail,Kandy,3639
Customer Support,Mid,IT,Kurunegala,6041
Nurse,Mid,IT,Negombo,8584
Software Engineer,Mid,Government,Kandy,5943
Data Scientist,Senior,Finance,Kandy,20444
HR Specialist,Mid,Construction,Batticaloa,5104
Accountant,Entry,Education,Kandy,3191
Civil Engineer,Mid,Healthcare,Polonnaruwa,10457
Civil Engineer,Senior,Logistics,Jaffna,5545
Data Scientist,Senior,Agriculture,Trincomalee,6630
Accountant,Mid,IT,Kurunegala,12949
Pharmacist,Entry,Education,Matara,2500
Nurse,Senior,Construction,Matara,5848
HR Specialist,Entry,Construction,Galle,2575
Marketing Manager,Senior,Healthcare,Kurunegala,16270
Nurse,Senior,Tourism,Trincomalee,4421
Project Manager,Mid,IT,Matara,13737
Software Engineer,Mid,Tourism,Polonnaruwa,5849
Pharmacist,Senior,Finance,Matara,15939
Customer Support,Senior,Manufacturing,Kandy,3903
HR Specialist,Mid,Tourism,Ratnapura,3373
Marketing Manager,Entry,Manufacturing,Batticaloa,3185
HR Specialist,Mid,Education,Anuradhapura,4908
Customer Support,Senior,Construction,Trincomalee,3922
Project Manager,Entry,Tourism,Batticaloa,2508
Marketing Manager,Entry,Construction,Colombo,2904
Customer Support,Entry,IT,Jaffna,4257
Civil Engineer,Mid,Retail,Galle,3269
Teacher,Mid,Government,Negombo,4603
Marketing Manager,Entry,Healthcare,Galle,6789
Sales Executive,Mid,Construction,Batticaloa,5272
Data Scientist,Senior,Manufacturing,Batticaloa,10012
Project Manager,Entry,Telecoms,Galle,6137
Sales Executive,Mid,Education,Negombo,5544
Pharmacist,Senior,Telecoms,Kandy,13469
HR Specialist,Senior,Agriculture,Jaffna,4876
Marketing Manager,Mid,Manufacturing,Trincomalee,5252
Marketing Manager,Senior,Manufacturing,Trincomalee,7572
Pharmacist,Senior,Government,Polonnaruwa,8015
Accountant,Mid,Government,Batticaloa,4021
Nurse,Mid,Retail,Kurunegala,2500
Marketing Manager,Senior,Education,Polonnaruwa,8955
Accountant,Entry,Healthcare,Jaffna,5192
Marketing Manager,Entry,Manufacturing,Trincomalee,3666
Customer Support,Entry,Finance,Ratnapura,4618
Civil Engineer,Senior,Logistics,Kandy,6632
HR Specialist,Mid,Government,Ratnapura,4496
Project Manager,Senior,Tourism,Trincomalee,6138
Accountant,Entry,Healthcare,Kandy,5679
Pharmacist,Entry,Manufacturing,Jaffna,2576
Pharmacist,Entry,Manufacturing,Matara,3531
Marketing Manager,Entry,Education,Ratnapura,3387
Civil Engineer,Mid,Healthcare,Matara,7868
Accountant,Senior,Education,Batticaloa,7910
Civil Engineer,Mid,Healthcare,Colombo,7256
Software Engineer,Mid,Finance,Jaffna,13568
Civil Engineer,Entry,Education,Colombo,3832
Software Engineer,Senior,IT,Kandy,24412
Pharmacist,Mid,IT,Trincomalee,12498
Pharmacist,Mid,Government,Trincomalee,5491
Nurse,Senior,Manufacturing,Batticaloa,5059
Accountant,Senior,Education,Batticaloa,8555
Accountant,Entry,Education,Polonnaruwa,3606
Software Engineer,Senior,Healthcare,Trincomalee,20084
Data Scientist,Mid,Tourism,Colombo,6334
Sales Executive,Entry,Finance,Trincomalee,5238
Software Engineer,Mid,Telecoms,Batticaloa,12351
Project Manager,Senior,Agriculture,Kurunegala,4496
Nurse,Senior,Healthcare,Negombo,9184
Software Engineer,Entry,Logistics,Anuradhapura,4892
Teacher,Entry,Healthcare,Colombo,4822
Sales Executive,Senior,Retail,Jaffna,5631
Nurse,Mid,Healthcare,Anuradhapura,7030
Customer Support,Senior,IT,Polonnaruwa,11409
Project Manager,Mid,Construction,Colombo,4651
Teacher,Mid,Finance,Negombo,7826
Software Engineer,Entry,Agriculture,Trincomalee,2500
Marketing Manager,Senior,IT,Galle,18993
Data Scientist,Entry,Tourism,Kandy,4039
Pharmacist,Senior,Finance,Anuradhapura,14334
Software Engineer,Entry,IT,Trincomalee,9881
Sales Executive,Senior,Telecoms,Ratnapura,16473
Software Engineer,Mid,Retail,Jaffna,4488
Customer Support,Senior,Telecoms,Ratnapura,8039
Marketing Manager,Senior,Retail,Anuradhapura,5125
Marketing Manager,Senior,Agriculture,Kurunegala,4635
Sales Executive,Mid,Logistics,Negombo,4010
Software Engineer,Senior,Government,Colombo,12092
Nurse,Mid,Logistics,Galle,2662
Sales Executive,Entry,IT,Colombo,8342
Data Scientist,Senior,Telecoms,Galle,23520
HR Specialist,Entry,Logistics,Jaffna,3179
Software Engineer,Mid,Healthcare,Galle,13114
Project Manager,Mid,Logistics,Batticaloa,3409
Data Scientist,Senior,Agriculture,Kurunegala,8179
Civil Engineer,Senior,Manufacturing,Colombo,6965
Marketing Manager,Entry,Logistics,Ratnapura,3230
Accountant,Senior,Construction,Ratnapura,7381
Teacher,Senior,Retail,Galle,5185
Marketing Manager,Entry,Logistics,Trincomalee,2675
Pharmacist,Mid,Telecoms,Anuradhapura,7674
Data Scientist,Entry,Retail,Batticaloa,3981
Pharmacist,Senior,Construction,Trincomalee,6911
Teacher,Senior,Telecoms,Colombo,13451
Sales Executive,Mid,Logistics,Colombo,4458
Pharmacist,Mid,Government,Batticaloa,4960
Customer Support,Senior,Construction,Negombo,4394
Nurse,Mid,Telecoms,Polonnaruwa,6939
Marketing Manager,Mid,Logistics,Colombo,4499
Pharmacist,Senior,Construction,Kurunegala,7476
Sales Executive,Senior,Healthcare,Jaffna,14970
Sales Executive,Entry,Manufacturing,Polonnaruwa,3404
Teacher,Mid,Logistics,Galle,3296
Marketing Manager,Entry,Retail,Polonnaruwa,2945
Data Scientist,Mid,Finance,Negombo,13598
Accountant,Entry,Tourism,Matara,2873
Software Engineer,Mid,Finance,Colombo,14143
Civil Engineer,Entry,Education,Batticaloa,3841
HR Specialist,Senior,Agriculture,Colombo,3363
Customer Support,Senior,Finance,Matara,10179
Project Manager,Entry,Manufacturing,Galle,2838
Teacher,Mid,Government,Colombo,3992
Nurse,Mid,Finance,Jaffna,7424
Civil Engineer,Mid,Logistics,Batticaloa,4219
Accountant,Entry,Telecoms,Colombo,6679
Data Scientist,Senior,Finance,Batticaloa,25184
Sales Executive,Entry,Construction,Jaffna,3960
Data Scientist,Entry,Tourism,Batticaloa,4070
Project Manager,Entry,IT,Trincomalee,8019
Software Engineer,Mid,Tourism,Trincomalee,4965
Nurse,Senior,Logistics,Jaffna,3375
Customer Support,Mid,Construction,Matara,2500
Software Engineer,Senior,Logistics,Galle,8037
Project Manager,Entry,IT,Batticaloa,8032
Software Engineer,Entry,Government,Kurunegala,4521
Marketing Manager,Senior,Tourism,Kandy,5874
Project Manager,Senior,Logistics,Jaffna,7620
Civil Engineer,Senior,Construction,Ratnapura,7045
Customer Support,Mid,Telecoms,Kurunegala,5753
Customer Support,Entry,IT,Kandy,4130
Customer Support,Entry,Healthcare,Colombo,4407
Data Scientist,Mid,Retail,Galle,5061
Civil Engineer,Senior,Telecoms,Polonnaruwa,13450
Data Scientist,Mid,Healthcare,Kandy,15641
Pharmacist,Entry,Education,Anuradhapura,3126
Nurse,Mid,Construction,Batticaloa,3555
Customer Support,Entry,Tourism,Polonnaruwa,2500
Marketing Manager,Mid,Government,Anuradhapura,5975
Software Engineer,Senior,Government,Batticaloa,8647
Sales Executive,Senior,Retail,Galle,6513
Marketing Manager,Mid,Telecoms,Anuradhapura,8167
Civil Engineer,Senior,Healthcare,Colombo,14241
Software Engineer,Entry,Tourism,Trincomalee,3375
Customer Support,Entry,Finance,Kandy,5035
Project Manager,Senior,Retail,Anuradhapura,6391
Data Scientist,Senior,Telecoms,Galle,18829
Customer Support,Entry,Telecoms,Matara,3694
Nurse,Mid,Healthcare,Matara,5970
Accountant,Mid,Logistics,Trincomalee,3061
Sales Executive,Mid,Healthcare,Galle,6675
Data Scientist,Mid,Construction,Jaffna,6474
Accountant,Senior,Retail,Colombo,5379
Accountant,Entry,Education,Negombo,4240
Marketing Manager,Entry,Healthcare,Jaffna,5714
Civil Engineer,Entry,Telecoms,Ratnapura,6631
Marketing Manager,Mid,Construction,Kandy,3835
Pharmacist,Senior,Agriculture,Batticaloa,4156
Sales Executive,Senior,Finance,Jaffna,15348
Marketing Manager,Senior,Manufacturing,Batticaloa,5994
Data Scientist,Senior,Finance,Jaffna,25822
Project Manager,Entry,Agriculture,Anuradhapura,2500
Customer Support,Senior,Retail,Ratnapura,2500
Project Manager,Mid,Telecoms,Anuradhapura,9305
Nurse,Mid,Telecoms,Trincomalee,6499
HR Specialist,Entry,Finance,Galle,5815
Customer Support,Entry,Telecoms,Polonnaruwa,3955
Accountant,Senior,Agriculture,Jaffna,3961
Customer Support,Senior,Government,Negombo,3295
Civil Engineer,Mid,Healthcare,Jaffna,8099
Pharmacist,Entry,Telecoms,Kandy,6018
Software Engineer,Mid,Healthcare,Polonnaruwa,12042
Pharmacist,Mid,Tourism,Negombo,4295
HR Specialist,Senior,Finance,Negombo,17142
Civil Engineer,Senior,Telecoms,Ratnapura,12186
Nurse,Mid,Construction,Galle,3469
Marketing Manager,Entry,Government,Trincomalee,3857
Nurse,Entry,Logistics,Trincomalee,2500
Customer Support,Entry,Manufacturing,Anuradhapura,2500
Software Engineer,Senior,Agriculture,Kandy,4988
Data Scientist,Entry,Healthcare,Galle,7461
Marketing Manager,Mid,Construction,Polonnaruwa,4019
Teacher,Entry,IT,Anuradhapura,5812
Sales Executive,Senior,Healthcare,Anuradhapura,15281
Teacher,Entry,Government,Batticaloa,2966
Nurse,Entry,Education,Kandy,2761
Data Scientist,Entry,Construction,Colombo,4526
HR Specialist,Mid,Government,Trincomalee,4797
HR Specialist,Senior,Finance,Polonnaruwa,13424
Marketing Manager,Mid,Retail,Trincomalee,3822
Project Manager,Entry,Government,Kurunegala,3367
Pharmacist,Entry,Logistics,Batticaloa,2757
HR Specialist,Entry,Manufacturing,Negombo,3528
Project Manager,Senior,Education,Ratnapura,8203
HR Specialist,Senior,IT,Jaffna,16476
Accountant,Entry,IT,Negombo,7331
Marketing Manager,Entry,Finance,Ratnapura,6556
Data Scientist,Mid,Construction,Colombo,6477
Sales Executive,Senior,Tourism,Colombo,5830
Customer Support,Entry,Telecoms,Anuradhapura,3086
Software Engineer,Mid,Manufacturing,Trincomalee,5707
HR Specialist,Senior,Finance,Ratnapura,15913
Software Engineer,Entry,Logistics,Galle,3697
Project Manager,Mid,Education,Trincomalee,4361
Project Manager,Mid,Healthcare,Matara,8036
Accountant,Mid,Manufacturing,Colombo,4644
Pharmacist,Entry,Government,Kandy,3479
Customer Support,Senior,Construction,Batticaloa,4769
Marketing Manager,Senior,Agriculture,Ratnapura,4512
Project Manager,Mid,Telecoms,Trincomalee,9692
Pharmacist,Entry,Telecoms,Polonnaruwa,6626
Nurse,Mid,Finance,Galle,6241
Accountant,Mid,Manufacturing,Ratnapura,3167
Customer Support,Mid,Education,Trincomalee,2774
Nurse,Senior,Agriculture,Batticaloa,2651
Customer Support,Mid,Government,Batticaloa,3180
Accountant,Entry,Government,Matara,2862
Data Scientist,Mid,Construction,Colombo,6604
Nurse,Entry,Finance,Kandy,4861
Accountant,Senior,Healthcare,Anuradhapura,11290
Civil Engineer,Entry,Finance,Trincomalee,7607
Data Scientist,Mid,IT,Anuradhapura,16420
Software Engineer,Senior,Healthcare,Galle,20188
Project Manager,Mid,Government,Polonnaruwa,4545
Marketing Manager,Mid,Tourism,Polonnaruwa,4505
Civil Engineer,Senior,Government,Batticaloa,9608
Accountant,Mid,Logistics,Jaffna,3879
Accountant,Senior,Logistics,Negombo,5105
Project Manager,Senior,Manufacturing,Kurunegala,8476
Software Engineer,Senior,Tourism,Jaffna,7389
Customer Support,Senior,Healthcare,Trincomalee,6596
Teacher,Entry,Government,Ratnapura,3321
Nurse,Senior,Logistics,Trincomalee,5464
Accountant,Senior,Healthcare,Polonnaruwa,16594
Marketing Manager,Mid,Government,Galle,4239
Nurse,Mid,Construction,Kurunegala,3014
HR Specialist,Senior,Government,Anuradhapura,6628
Data Scientist,Entry,Education,Kurunegala,4926
Sales Executive,Mid,IT,Negombo,13249
Teacher,Mid,Government,Galle,3997
Data Scientist,Entry,Construction,Matara,3746
Software Engineer,Mid,Manufacturing,Polonnaruwa,5724
Accountant,Senior,Healthcare,Matara,14679
Accountant,Mid,Construction,Negombo,4119
Pharmacist,Mid,Telecoms,Kurunegala,8412
Nurse,Senior,Education,Kandy,5773
Nurse,Mid,Construction,Polonnaruwa,3449
Sales Executive,Entry,Healthcare,Polonnaruwa,6974
Customer Support,Mid,IT,Batticaloa,6704
Sales Executive,Entry,Construction,Kandy,3128
Pharmacist,Entry,Telecoms,Matara,6789
HR Specialist,Entry,Construction,Batticaloa,2930
HR Specialist,Entry,Construction,Anuradhapura,3432
Teacher,Senior,Healthcare,Ratnapura,10785
Accountant,Mid,Telecoms,Anuradhapura,9585
Nurse,Mid,Finance,Kandy,4867
Sales Executive,Entry,IT,Galle,8195
Marketing Manager,Entry,Construction,Anuradhapura,2968
HR Specialist,Senior,Retail,Polonnaruwa,6093
Data Scientist,Entry,Healthcare,Ratnapura,9542
HR Specialist,Mid,Finance,Batticaloa,8960
HR Specialist,Mid,IT,Anuradhapura,9508
HR Specialist,Mid,Retail,Colombo,3630
Nurse,Mid,Retail,Anuradhapura,2906
Nurse,Mid,Finance,Kandy,7765
Sales Executive,Senior,Agriculture,Colombo,4045
Pharmacist,Mid,Tourism,Kurunegala,3924
Customer Support,Mid,Education,Ratnapura,3168
Accountant,Mid,Government,Anuradhapura,5168
Software Engineer,Senior,Finance,Negombo,19363
Civil Engineer,Mid,Logistics,Polonnaruwa,3814
Project Manager,Entry,Tourism,Colombo,2744
Software Engineer,Mid,Government,Anuradhapura,7290
Customer Support,Mid,Tourism,Polonnaruwa,2528
Customer Support,Mid,Government,Negombo,2500
Data Scientist,Entry,Logistics,Galle,4232
Data Scientist,Senior,Tourism,Polonnaruwa,8673
Pharmacist,Senior,Finance,Matara,14896
Customer Support,Mid,Government,Anuradhapura,3398
Accountant,Senior,Manufacturing,Batticaloa,6325
Accountant,Mid,Logistics,Ratnapura,3120
Project Manager,Mid,IT,Anuradhapura,13961
Teacher,Entry,Finance,Negombo,5471
Marketing Manager,Mid,Telecoms,Colombo,9637
Marketing Manager,Senior,Manufacturing,Colombo,8023
Pharmacist,Senior,Healthcare,Polonnaruwa,10988
Customer Support,Mid,Construction,Negombo,2500
Civil Engineer,Mid,Healthcare,Kandy,8812
Marketing Manager,Entry,Government,Anuradhapura,3422
Data Scientist,Mid,Retail,Jaffna,4074
Data Scientist,Entry,Manufacturing,Batticaloa,5459
Pharmacist,Senior,Agriculture,Kandy,4648
Accountant,Mid,Tourism,Jaffna,3596
Sales Executive,Entry,Logistics,Negombo,2500
Customer Support,Mid,IT,Galle,5317
Teacher,Mid,Government,Batticaloa,3767
Sales Executive,Entry,Telecoms,Anuradhapura,5472
Civil Engineer,Mid,IT,Anuradhapura,12886
Project Manager,Senior,Tourism,Polonnaruwa,6422
Project Manager,Mid,Agriculture,Trincomalee,2526
Civil Engineer,Entry,Education,Batticaloa,3860
Civil Engineer,Mid,Healthcare,Galle,10218
Project Manager,Entry,Healthcare,Anuradhapura,6016
Project Manager,Senior,Retail,Polonnaruwa,5535
Nurse,Entry,Finance,Kurunegala,4308
Data Scientist,Mid,Education,Negombo,6564
Pharmacist,Mid,Agriculture,Galle,2876
Project Manager,Senior,Tourism,Jaffna,7017
Data Scientist,Entry,Manufacturing,Anuradhapura,5178
HR Specialist,Mid,Government,Colombo,4840
Data Scientist,Entry,Tourism,Polonnaruwa,4328
Sales Executive,Senior,Tourism,Negombo,7320
Software Engineer,Senior,Manufacturing,Matara,10743
Pharmacist,Senior,Logistics,Colombo,6545
Marketing Manager,Mid,Finance,Colombo,10850
Project Manager,Senior,Retail,Galle,5088
Pharmacist,Senior,Logistics,Colombo,6700
